"","year","quarter","GEOID","N_housing"
"1130",2016,2,"06075031100",1
"1131",2016,1,"06075042602",1
"1132",2016,1,"06075042700",2
"1133",2016,1,"06075026004",2
"1134",2016,1,"06075033203",10
"1135",2016,1,"06075020200",2
"1136",2016,1,"06075010700",1
"1137",2016,1,"06075025702",1
"1138",2016,1,"06075025701",1
"1139",2016,1,"06075035300",3
"1140",2016,1,"06075025403",4
"1141",2016,1,"06075021000",2
"1142",2016,1,"06075010200",1
"1143",2016,1,"06075021800",1
"1144",2016,1,"06075061500",2
"1145",2016,1,"06075017101",1
"1146",2016,1,"06075022801",1
"1147",2016,1,"06075026003",1
"1148",2016,1,"06075021500",1
"1149",2016,1,"06075040100",1
"1150",2016,1,"06075017102",2
"1151",2016,1,"06075035100",1
"1152",2016,1,"06075026301",1
"1153",2016,1,"06075032901",1
"1154",2016,1,"06075025500",3
"1155",2016,1,"06075025600",1
"1156",2016,1,"06075025401",1
"1157",2016,1,"06075026001",2
"1158",2016,1,"06075031201",1
"1159",2016,1,"06075016200",2
"1160",2016,1,"06075030202",2
"1161",2016,1,"06075015700",1
"1162",2016,1,"06075032700",1
"1163",2016,1,"06075030700",1
"1164",2016,1,"06075021600",1
"1165",2016,1,"06075017700",1
"1166",2016,1,"06075042601",1
"1167",2016,1,"06075016300",1
"1168",2016,1,"06075011200",1
"1169",2016,1,"06075022600",1
"1170",2016,1,"06075017802",1
"1171",2016,1,"06075020700",1
"1172",2016,1,"06075042800",1
"1173",2016,1,"06075023200",1
"1174",2016,1,"06075026404",1
"1175",2016,1,"06075025900",1
"1176",2016,1,"06075012700",1
"1177",2016,1,"06075012902",1
"1178",2016,1,"06075021100",1
"1179",2016,1,"06075022702",1
"1180",2016,1,"06075020900",1
"1181",2016,1,"06075030101",1
"1182",2016,1,"06075025300",1
"1183",2016,1,"06075023001",1
"1184",2016,1,"06075032801",1
"1185",2016,1,"06075980600",2
"1186",2016,1,"06075021200",1
"1187",2016,1,"06075032902",1
"1188",2016,1,"06075035400",1
"1189",2016,1,"06075030302",1
"1190",2016,1,"06075047702",1
"1191",2016,1,"06075047701",2
"1192",2016,1,"06075031100",1
"1193",2016,1,"06075061200",1
"1194",2016,1,"06075045100",1
"1195",2016,1,"06075060700",1
"1196",2016,1,"06075022803",1
"1197",2016,1,"06075022704",1
"1198",2017,4,"06075021200",1
"1199",2017,4,"06075025500",3
"1200",2017,4,"06075015300",1
"1201",2017,4,"06075025401",1
"1202",2017,4,"06075047600",1
"1203",2017,4,"06075042700",1
"1204",2017,4,"06075011000",4
"1205",2017,4,"06075042601",1
"1206",2017,4,"06075061200",1
"1207",2017,4,"06075035400",1
"1208",2017,4,"06075060700",1
"1209",2017,4,"06075016000",1
"1210",2017,4,"06075017700",1
"1211",2017,4,"06075011100",1
"1212",2017,4,"06075016802",1
"1213",2017,4,"06075010800",1
"1214",2017,4,"06075017802",3
"1215",2017,4,"06075022903",1
"1216",2017,4,"06075023103",1
"1217",2017,4,"06075015400",2
"1218",2017,4,"06075020800",1
"1219",2017,4,"06075032601",1
"1220",2017,4,"06075025702",1
"1221",2017,4,"06075040100",1
"1222",2017,4,"06075022801",1
"1223",2017,4,"06075016300",2
"1224",2017,4,"06075025100",1
"1225",2017,4,"06075022600",2
"1226",2017,4,"06075030201",2
"1227",2017,4,"06075061500",1
"1228",2017,4,"06075026301",1
"1229",2017,4,"06075030900",1
"1230",2017,4,"06075017101",1
"1231",2017,4,"06075023200",1
"1232",2017,4,"06075031000",2
"1233",2017,4,"06075030700",1
"1234",2017,4,"06075035300",1
"1235",2017,4,"06075026002",1
"1236",2017,4,"06075033000",1
"1237",2017,4,"06075023400",3
"1238",2017,4,"06075017000",3
"1239",2017,4,"06075022803",1
"1240",2017,4,"06075042602",1
"1241",2017,4,"06075031302",1
"1242",2017,4,"06075015700",1
"1243",2017,4,"06075010700",1
"1244",2017,4,"06075017102",1
"1245",2017,4,"06075025300",1
"1246",2017,4,"06075023003",1
"1247",2017,4,"06075026100",1
"1248",2017,4,"06075017601",1
"1249",2017,4,"06075026001",1
"1250",2017,4,"06075020401",1
"1251",2017,4,"06075020700",1
"1252",2017,4,"06075020600",1
"1253",2017,4,"06075020900",1
"1254",2017,4,"06075030800",1
"1255",2017,4,"06075032902",1
"1256",2017,3,"06075022903",3
"1257",2017,3,"06075011200",1
"1258",2017,3,"06075042700",3
"1259",2017,3,"06075035202",1
"1260",2017,3,"06075022600",3
"1261",2017,3,"06075023103",1
"1262",2017,3,"06075980600",4
"1263",2017,3,"06075031302",1
"1264",2017,3,"06075031202",1
"1265",2017,3,"06075032901",2
"1266",2017,3,"06075042602",1
"1267",2017,3,"06075032602",2
"1268",2017,3,"06075025100",1
"1269",2017,3,"06075020800",2
"1270",2017,3,"06075015500",1
"1271",2017,3,"06075026004",1
"1272",2017,3,"06075025701",1
"1273",2017,3,"06075030101",1
"1274",2017,3,"06075022702",2
"1275",2017,3,"06075047801",1
"1276",2017,3,"06075025600",1
"1277",2017,3,"06075017802",2
"1278",2017,3,"06075017101",1
"1279",2017,3,"06075025300",1
"1280",2017,3,"06075022704",1
"1281",2017,3,"06075033203",7
"1282",2017,3,"06075026403",1
"1283",2017,3,"06075026402",1
"1284",2017,3,"06075025900",1
"1285",2017,3,"06075016500",2
"1286",2017,3,"06075032801",1
"1287",2017,3,"06075030500",1
"1288",2017,3,"06075033000",1
"1289",2017,3,"06075016200",1
"1290",2017,3,"06075035300",1
"1291",2017,3,"06075017601",1
"1292",2017,3,"06075021800",2
"1293",2017,3,"06075016900",2
"1294",2017,3,"06075010600",1
"1295",2017,3,"06075016600",1
"1296",2017,3,"06075013000",1
"1297",2017,3,"06075021200",3
"1298",2017,3,"06075010100",1
"1299",2017,3,"06075025702",1
"1300",2017,3,"06075035201",1
"1301",2017,3,"06075012800",1
"1302",2017,3,"06075031400",2
"1303",2017,3,"06075016700",1
"1304",2017,3,"06075020200",1
"1305",2017,3,"06075022901",1
"1306",2017,3,"06075033100",1
"1307",2017,3,"06075021700",1
"1308",2017,3,"06075047802",3
"1309",2017,3,"06075020500",1
"1310",2017,3,"06075047701",1
"1311",2017,3,"06075010200",1
"1312",2017,3,"06075021100",1
"1313",2017,3,"06075047901",1
"1314",2017,3,"06075026001",1
"1315",2017,2,"06075025900",2
"1316",2017,2,"06075031400",1
"1317",2017,2,"06075033203",13
"1318",2017,2,"06075026301",2
"1319",2017,2,"06075060700",2
"1320",2017,2,"06075023103",6
"1321",2017,2,"06075026401",3
"1322",2017,2,"06075025600",4
"1323",2017,2,"06075021100",1
"1324",2017,2,"06075016400",1
"1325",2017,2,"06075016802",2
"1326",2017,2,"06075020500",2
"1327",2017,2,"06075012902",1
"1328",2017,2,"06075032602",1
"1329",2017,2,"06075030102",1
"1330",2017,2,"06075026303",1
"1331",2017,2,"06075021600",1
"1332",2017,2,"06075021400",1
"1333",2017,2,"06075047801",1
"1334",2017,2,"06075061200",2
"1335",2017,2,"06075025300",1
"1336",2017,2,"06075021700",1
"1337",2017,2,"06075025403",1
"1338",2017,2,"06075016801",1
"1339",2017,2,"06075020900",3
"1340",2017,2,"06075026100",2
"1341",2017,2,"06075061400",1
"1342",2017,2,"06075025100",1
"1343",2017,2,"06075017802",2
"1344",2017,2,"06075030301",1
"1345",2017,2,"06075047901",1
"1346",2017,2,"06075035400",1
"1347",2017,2,"06075017601",1
"1348",2017,2,"06075012800",2
"1349",2017,2,"06075020100",1
"1350",2017,2,"06075023001",2
"1351",2017,2,"06075016600",1
"1352",2017,2,"06075023102",1
"1353",2017,2,"06075030900",1
"1354",2017,2,"06075031100",1
"1355",2017,2,"06075031000",1
"1356",2017,2,"06075023400",1
"1357",2017,2,"06075032901",1
"1358",2017,2,"06075980600",4
"1359",2017,2,"06075018000",1
"1360",2017,2,"06075047600",2
"1361",2017,2,"06075012402",1
"1362",2017,2,"06075026200",2
"1363",2017,2,"06075025702",1
"1364",2017,2,"06075061500",1
"1365",2017,2,"06075012202",1
"1366",2017,2,"06075042602",1
"1367",2017,2,"06075017700",1
"1368",2017,2,"06075015500",1
"1369",2017,2,"06075020200",1
"1370",2017,2,"06075047701",1
"1371",2017,2,"06075023300",3
"1372",2017,2,"06075042601",1
"1373",2017,2,"06075031302",2
"1374",2017,2,"06075020800",1
"1375",2017,2,"06075022901",1
"1376",2017,2,"06075021000",1
"1377",2017,2,"06075035202",1
"1378",2017,2,"06075012601",1
"1379",2017,2,"06075010300",1
"1380",2017,2,"06075017101",1
"1381",2017,2,"06075020402",1
"1382",2017,2,"06075015100",1
"1383",2017,2,"06075016300",1
"1384",2017,1,"06075026100",2
"1385",2017,1,"06075031100",2
"1386",2017,1,"06075033203",9
"1387",2017,1,"06075012602",1
"1388",2017,1,"06075030101",1
"1389",2017,1,"06075025701",1
"1390",2017,1,"06075020700",1
"1391",2017,1,"06075021600",3
"1392",2017,1,"06075012902",1
"1393",2017,1,"06075017700",3
"1394",2017,1,"06075026200",1
"1395",2017,1,"06075010800",2
"1396",2017,1,"06075012201",1
"1397",2017,1,"06075025401",1
"1398",2017,1,"06075026004",1
"1399",2017,1,"06075017000",4
"1400",2017,1,"06075012202",1
"1401",2017,1,"06075022704",2
"1402",2017,1,"06075015802",3
"1403",2017,1,"06075026303",1
"1404",2017,1,"06075022801",1
"1405",2017,1,"06075020500",1
"1406",2017,1,"06075016801",2
"1407",2017,1,"06075035202",1
"1408",2017,1,"06075020402",1
"1409",2017,1,"06075980600",1
"1410",2017,1,"06075015500",1
"1411",2017,1,"06075010300",1
"1412",2017,1,"06075018000",1
"1413",2017,1,"06075013200",1
"1414",2017,1,"06075032601",2
"1415",2017,1,"06075026003",2
"1416",2017,1,"06075025500",1
"1417",2017,1,"06075020401",3
"1418",2017,1,"06075025600",1
"1419",2017,1,"06075025300",2
"1420",2017,1,"06075021500",2
"1421",2017,1,"06075023001",1
"1422",2017,1,"06075047600",1
"1423",2017,1,"06075040200",2
"1424",2017,1,"06075030301",1
"1425",2017,1,"06075022702",1
"1426",2017,1,"06075026402",1
"1427",2017,1,"06075030400",1
"1428",2017,1,"06075021200",2
"1429",2017,1,"06075015801",1
"1430",2017,1,"06075031301",2
"1431",2017,1,"06075061200",1
"1432",2017,1,"06075061400",1
"1433",2017,1,"06075022903",1
"1434",2017,1,"06075021100",1
"1435",2017,1,"06075047902",1
"1436",2017,1,"06075031302",1
"1437",2017,1,"06075031201",1
"1438",2017,1,"06075025900",1
"1439",2017,1,"06075021000",2
"1440",2017,1,"06075025702",5
"1441",2017,1,"06075035201",1
"1442",2017,1,"06075021700",1
"1443",2017,1,"06075030201",1
"1444",2018,4,"06075015500",1
"1445",2018,4,"06075016900",1
"1446",2018,4,"06075031201",3
"1447",2018,4,"06075015400",1
"1448",2018,4,"06075012901",4
"1449",2018,4,"06075035300",1
"1450",2018,4,"06075010700",1
"1451",2018,4,"06075016000",1
"1452",2018,4,"06075032602",2
"1453",2018,4,"06075020800",1
"1454",2018,4,"06075020700",2
"1455",2018,4,"06075061500",5
"1456",2018,4,"06075020200",1
"1457",2018,4,"06075013000",1
"1458",2018,4,"06075017802",4
"1459",2018,4,"06075030800",1
"1460",2018,4,"06075061200",2
"1461",2018,4,"06075020600",1
"1462",2018,4,"06075060700",5
"1463",2018,4,"06075015700",2
"1464",2018,4,"06075012902",1
"1465",2018,4,"06075031301",2
"1466",2018,4,"06075045100",1
"1467",2018,4,"06075018000",1
"1468",2018,4,"06075017102",1
"1469",2018,4,"06075032901",2
"1470",2018,4,"06075017601",2
"1471",2018,4,"06075016700",1
"1472",2018,4,"06075025600",1
"1473",2018,4,"06075020500",1
"1474",2018,4,"06075016600",2
"1475",2018,4,"06075025300",1
"1476",2018,4,"06075031100",1
"1477",2018,4,"06075047600",1
"1478",2018,4,"06075021100",1
"1479",2018,4,"06075023400",2
"1480",2018,4,"06075047701",2
"1481",2018,4,"06075017000",1
"1482",2018,4,"06075013102",1
"1483",2018,4,"06075030102",1
"1484",2018,4,"06075060400",1
"1485",2018,4,"06075035100",1
"1486",2018,4,"06075980600",8
"1487",2018,4,"06075026100",1
"1488",2018,4,"06075035400",1
"1489",2018,4,"06075020100",2
"1490",2018,4,"06075012602",1
"1491",2018,4,"06075021600",1
"1492",2018,4,"06075021400",1
"1493",2018,4,"06075012000",1
"1494",2018,4,"06075061100",1
"1495",2018,4,"06075021500",1
"1496",2018,4,"06075013101",1
"1497",2018,4,"06075013400",1
"1498",2018,4,"06075016500",1
"1499",2018,4,"06075010400",1
"1500",2018,4,"06075026401",1
"1501",2018,4,"06075012402",1
"1502",2018,4,"06075021700",1
"1503",2018,4,"06075017801",2
"1504",2018,4,"06075010900",1
"1505",2018,4,"06075022903",1
"1506",2018,4,"06075022801",1
"1507",2018,4,"06075047901",1
"1508",2018,3,"06075030102",2
"1509",2018,3,"06075012402",1
"1510",2018,3,"06075030301",2
"1511",2018,3,"06075025402",4
"1512",2018,3,"06075047600",1
"1513",2018,3,"06075031100",2
"1514",2018,3,"06075016700",1
"1515",2018,3,"06075026100",1
"1516",2018,3,"06075022803",1
"1517",2018,3,"06075016400",3
"1518",2018,3,"06075020200",3
"1519",2018,3,"06075040200",2
"1520",2018,3,"06075061400",1
"1521",2018,3,"06075013400",2
"1522",2018,3,"06075031302",2
"1523",2018,3,"06075017102",3
"1524",2018,3,"06075015400",3
"1525",2018,3,"06075016600",1
"1526",2018,3,"06075061500",1
"1527",2018,3,"06075022901",1
"1528",2018,3,"06075045200",1
"1529",2018,3,"06075020100",1
"1530",2018,3,"06075016200",1
"1531",2018,3,"06075032801",2
"1532",2018,3,"06075032901",1
"1533",2018,3,"06075020600",2
"1534",2018,3,"06075022802",1
"1535",2018,3,"06075030302",1
"1536",2018,3,"06075047902",2
"1537",2018,3,"06075035400",1
"1538",2018,3,"06075012700",1
"1539",2018,3,"06075011000",1
"1540",2018,3,"06075030900",1
"1541",2018,3,"06075980501",1
"1542",2018,3,"06075025701",2
"1543",2018,3,"06075042602",1
"1544",2018,3,"06075020800",1
"1545",2018,3,"06075015600",4
"1546",2018,3,"06075031201",1
"1547",2018,3,"06075017700",1
"1548",2018,3,"06075035300",2
"1549",2018,3,"06075061200",1
"1550",2018,3,"06075032602",1
"1551",2018,3,"06075022704",2
"1552",2018,3,"06075012800",2
"1553",2018,3,"06075013101",1
"1554",2018,3,"06075040100",1
"1555",2018,3,"06075013500",1
"1556",2018,3,"06075022600",1
"1557",2018,3,"06075021200",1
"1558",2018,3,"06075012901",2
"1559",2018,3,"06075021100",1
"1560",2018,3,"06075025900",1
"1561",2018,3,"06075012000",1
"1562",2018,3,"06075013200",1
"1563",2018,3,"06075010500",1
"1564",2018,3,"06075030400",1
"1565",2018,3,"06075025500",1
"1566",2018,3,"06075011200",1
"1567",2018,3,"06075025200",2
"1568",2018,3,"06075030700",1
"1569",2018,3,"06075031400",1
"1570",2018,3,"06075061000",1
"1571",2018,3,"06075015802",1
"1572",2018,2,"06075010200",1
"1573",2018,2,"06075025403",3
"1574",2018,2,"06075035400",1
"1575",2018,2,"06075015200",1
"1576",2018,2,"06075047701",2
"1577",2018,2,"06075025402",1
"1578",2018,2,"06075025500",1
"1579",2018,2,"06075042602",1
"1580",2018,2,"06075016300",3
"1581",2018,2,"06075012902",2
"1582",2018,2,"06075015802",1
"1583",2018,2,"06075032801",1
"1584",2018,2,"06075035201",1
"1585",2018,2,"06075017601",1
"1586",2018,2,"06075025702",1
"1587",2018,2,"06075026001",1
"1588",2018,2,"06075061500",3
"1589",2018,2,"06075010800",2
"1590",2018,2,"06075021700",1
"1591",2018,2,"06075016200",1
"1592",2018,2,"06075012602",1
"1593",2018,2,"06075030800",2
"1594",2018,2,"06075033100",2
"1595",2018,2,"06075033000",1
"1596",2018,2,"06075020200",2
"1597",2018,2,"06075012901",1
"1598",2018,2,"06075042800",1
"1599",2018,2,"06075030301",1
"1600",2018,2,"06075010300",4
"1601",2018,2,"06075021100",1
"1602",2018,2,"06075031400",2
"1603",2018,2,"06075012601",1
"1604",2018,2,"06075020700",1
"1605",2018,2,"06075020900",1
"1606",2018,2,"06075022600",1
"1607",2018,2,"06075011200",1
"1608",2018,2,"06075021200",2
"1609",2018,2,"06075031100",1
"1610",2018,2,"06075042601",1
"1611",2018,2,"06075021600",2
"1612",2018,2,"06075026404",1
"1613",2018,2,"06075030900",1
"1614",2018,2,"06075032601",1
"1615",2018,2,"06075022901",1
"1616",2018,2,"06075025701",1
"1617",2018,2,"06075020600",1
"1618",2018,2,"06075021800",2
"1619",2018,2,"06075021500",1
"1620",2018,2,"06075035202",1
"1621",2018,2,"06075021300",1
"1622",2018,2,"06075031202",2
"1623",2018,2,"06075022801",1
"1624",2018,2,"06075020100",1
"1625",2018,2,"06075022903",1
"1626",2018,2,"06075013300",1
"1627",2018,2,"06075015400",1
"1628",2018,2,"06075047902",1
"1629",2018,2,"06075012800",1
"1630",2018,2,"06075047901",1
"1631",2018,1,"06075042700",3
"1632",2018,1,"06075020800",1
"1633",2018,1,"06075045200",1
"1634",2018,1,"06075021700",4
"1635",2018,1,"06075023200",1
"1636",2018,1,"06075010400",1
"1637",2018,1,"06075016300",2
"1638",2018,1,"06075030101",2
"1639",2018,1,"06075025200",1
"1640",2018,1,"06075012100",2
"1641",2018,1,"06075030302",1
"1642",2018,1,"06075010900",1
"1643",2018,1,"06075012602",1
"1644",2018,1,"06075035201",1
"1645",2018,1,"06075061400",5
"1646",2018,1,"06075030800",2
"1647",2018,1,"06075021000",3
"1648",2018,1,"06075017000",1
"1649",2018,1,"06075021100",2
"1650",2018,1,"06075010800",1
"1651",2018,1,"06075013300",1
"1652",2018,1,"06075030500",2
"1653",2018,1,"06075011000",1
"1654",2018,1,"06075025500",1
"1655",2018,1,"06075017601",2
"1656",2018,1,"06075020700",1
"1657",2018,1,"06075042601",1
"1658",2018,1,"06075030301",1
"1659",2018,1,"06075025702",1
"1660",2018,1,"06075047801",2
"1661",2018,1,"06075012902",2
"1662",2018,1,"06075011100",1
"1663",2018,1,"06075032801",1
"1664",2018,1,"06075012800",1
"1665",2018,1,"06075016900",2
"1666",2018,1,"06075022901",2
"1667",2018,1,"06075021500",2
"1668",2018,1,"06075020300",1
"1669",2018,1,"06075047701",2
"1670",2018,1,"06075031202",1
"1671",2018,1,"06075022702",1
"1672",2018,1,"06075025600",1
"1673",2018,1,"06075020200",1
"1674",2018,1,"06075031201",1
"1675",2018,1,"06075010300",1
"1676",2018,1,"06075011901",1
"1677",2018,1,"06075031100",1
